pixel_x,pixel_y,axial_strain_global_pct,deviator_stress_kPa,q_smooth_kPa,axial_strain_local_pct,figure_id,specimen_id,stage_index,stage,matric_suction_kPa,source_q_peak_kPa,stress_per_pixel_kPa,x_max_pct
109,385.5,0.10566037735849057,25.433372085376625,28.659993917103506,0.0,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
110,384.0,0.12075471698113208,26.572179790691994,30.747808043515022,0.015094339622641506,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
111,378.5,0.13584905660377358,30.747808043515022,31.886615748830394,0.030188679245283012,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
112,375.5,0.1509433962264151,33.025423454145766,33.025423454145766,0.04528301886792452,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
113,374.0,0.1660377358490566,34.16423115946114,34.16423115946114,0.060377358490566024,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
114,369.5,0.1811320754716981,37.58065427540725,37.58065427540725,0.07547169811320753,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
115,366.0,0.19622641509433963,40.23787225447645,40.23787225447645,0.09056603773584906,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
116,359.0,0.21132075471698114,45.55230821261485,45.55230821261485,0.10566037735849057,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
117,355.0,0.22641509433962265,48.589128760122506,48.589128760122506,0.12075471698113208,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
118,348.5,0.24150943396226415,53.523962149822445,53.523962149822445,0.13584905660377358,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
119,347.0,0.25660377358490566,54.66276985513782,54.66276985513782,0.1509433962264151,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
120,345.5,0.27169811320754716,55.80157756045319,55.80157756045319,0.1660377358490566,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
121,338.0,0.28679245283018867,61.495616087030044,61.495616087030044,0.1811320754716981,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
122,335.5,0.3018867924528302,63.39362892922233,63.39362892922233,0.1962264150943396,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
123,334.5,0.3169811320754717,64.15283406609925,64.15283406609925,0.2113207547169811,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
124,330.0,0.3320754716981132,67.56925718204536,67.56925718204536,0.22641509433962262,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
125,325.0,0.3471698113207547,71.36528286642994,71.36528286642994,0.24150943396226413,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
126,323.5,0.3622641509433962,72.50409057174531,72.50409057174531,0.2566037735849056,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
127,320.0,0.37735849056603776,75.1613085508145,75.1613085508145,0.2716981132075472,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
128,317.5,0.39245283018867927,77.05932139300678,77.05932139300678,0.2867924528301887,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
129,316.5,0.4075471698113208,77.8185265298837,77.8185265298837,0.30188679245283023,F-36,ST-64,1,1st,34.5,237.9,0.7592051368769142,8.0
