pixel_x,pixel_y,axial_strain_global_pct,deviator_stress_kPa,q_smooth_kPa,axial_strain_local_pct,figure_id,specimen_id,stage_index,stage,matric_suction_kPa,source_q_peak_kPa,stress_per_pixel_kPa,x_max_pct
99,398.5,0.12750455373406194,12.850774948446329,15.044809695742044,0.0,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
100,397.0,0.14571948998178508,13.791075554430208,16.29854383705388,0.018214936247723135,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
101,393.0,0.1639344262295082,16.29854383705388,16.9254109077098,0.03642987249544627,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
102,391.0,0.18214936247723135,17.55227797836572,17.55227797836572,0.054644808743169404,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
103,390.0,0.20036429872495445,18.17914504902164,18.17914504902164,0.07285974499089251,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
104,389.0,0.2185792349726776,18.806012119677554,18.806012119677554,0.09107468123861565,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
105,388.5,0.23679417122040075,19.119445655005514,19.119445655005514,0.10928961748633881,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
106,384.5,0.2550091074681239,21.62691393762919,21.62691393762919,0.12750455373406194,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
107,383.0,0.27322404371584696,22.567214543613066,22.567214543613066,0.14571948998178502,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
108,380.5,0.29143897996357016,24.134382220252864,24.134382220252864,0.1639344262295082,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
109,379.0,0.3096539162112933,25.07468282623674,25.07468282623674,0.18214936247723135,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
110,375.5,0.3278688524590164,27.268717573532456,27.268717573532456,0.20036429872495448,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
111,374.5,0.3460837887067395,27.895584644188375,27.895584644188375,0.21857923497267756,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
112,373.5,0.3642987249544627,28.52245171484429,28.52245171484429,0.23679417122040075,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
113,372.5,0.3825136612021858,29.14931878550021,29.14931878550021,0.25500910746812383,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
114,372.0,0.4007285974499089,29.46275232082817,29.46275232082817,0.27322404371584696,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
115,371.0,0.4189435336976321,30.08961939148409,30.08961939148409,0.29143897996357016,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
116,369.0,0.4371584699453552,31.343353532795927,31.029919997467967,0.30965391621129323,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
117,369.5,0.4553734061930783,31.029919997467967,31.029919997467967,0.32786885245901637,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
118,369.5,0.4735883424408015,31.029919997467967,31.343353532795927,0.34608378870673956,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
119,369.0,0.4918032786885246,31.343353532795927,31.343353532795927,0.36429872495446264,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
120,368.5,0.5100182149362478,31.656787068123887,31.656787068123887,0.38251366120218583,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
121,368.0,0.5282331511839709,31.970220603451843,31.970220603451843,0.4007285974499089,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
122,366.0,0.5464480874316939,33.22395474476368,33.22395474476368,0.418943533697632,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
123,360.0,0.5646630236794171,36.98515716869919,36.98515716869919,0.4371584699453552,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
124,359.0,0.5828779599271403,37.61202423935511,37.61202423935511,0.45537340619307837,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
125,355.0,0.6010928961748634,40.119492521978785,40.119492521978785,0.47358834244080145,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
126,354.0,0.6193078324225866,40.746359592634704,40.746359592634704,0.49180327868852464,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
127,351.0,0.6375227686703098,42.62696080460246,42.62696080460246,0.5100182149362478,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
128,349.5,0.6557377049180328,43.56726141058633,43.56726141058633,0.5282331511839709,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
129,348.5,0.6739526411657559,44.19412848124225,44.19412848124225,0.5464480874316939,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
130,347.5,0.692167577413479,44.82099555189817,44.82099555189817,0.564663023679417,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
131,346.5,0.7103825136612021,45.44786262255409,45.44786262255409,0.5828779599271401,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
132,344.5,0.7285974499089254,46.70159676386593,46.70159676386593,0.6010928961748634,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
133,344.0,0.7468123861566485,47.01503029919389,47.01503029919389,0.6193078324225865,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
134,343.5,0.7650273224043715,47.32846383452185,47.32846383452185,0.6375227686703095,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
135,342.0,0.7832422586520947,48.26876444050573,48.26876444050573,0.6557377049180328,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
136,341.0,0.8014571948998178,48.895631511161646,48.895631511161646,0.6739526411657559,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
137,340.0,0.8196721311475409,49.522498581817565,49.522498581817565,0.692167577413479,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
138,340.0,0.8378870673952642,49.522498581817565,49.522498581817565,0.7103825136612023,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
139,339.5,0.8561020036429873,49.835932117145525,49.835932117145525,0.7285974499089254,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
140,337.5,0.8743169398907104,51.089666258457356,51.089666258457356,0.7468123861566485,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
141,336.0,0.8925318761384335,52.029966864441235,52.029966864441235,0.7650273224043715,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
142,335.0,0.9107468123861566,52.656833935097154,52.656833935097154,0.7832422586520946,F-25,ST-38B,1,1st,20.7,103.4,0.6268670706559185,10.0
