pixel_x,pixel_y,axial_strain_global_pct,deviator_stress_kPa,q_smooth_kPa,axial_strain_local_pct,figure_id,specimen_id,stage_index,stage,matric_suction_kPa,source_q_peak_kPa,stress_per_pixel_kPa,x_max_pct
101,350.5,0.10256410256410256,44.994094219724914,49.46370622830686,0.0,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
102,345.0,0.11721611721611722,48.27180969268501,50.65560276392871,0.014652014652014655,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
103,341.0,0.13186813186813187,50.65560276392871,53.039395835172414,0.02930402930402931,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
104,333.0,0.14652014652014653,55.42318890641612,55.42318890641612,0.043956043956043966,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
105,327.5,0.16117216117216118,58.70090437937621,58.70090437937621,0.05860805860805862,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
106,323.5,0.17582417582417584,61.08469745061992,61.08469745061992,0.07326007326007328,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
107,318.5,0.19047619047619047,64.06443878967455,64.06443878967455,0.0879120879120879,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
108,315.0,0.20512820512820512,66.15025772701279,66.15025772701279,0.10256410256410256,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
109,310.5,0.21978021978021978,68.83202493216196,68.83202493216196,0.11721611721611722,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
110,309.5,0.23443223443223443,69.42797319997288,69.42797319997288,0.13186813186813187,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
111,305.5,0.2490842490842491,71.81176627121658,71.81176627121658,0.14652014652014653,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
112,301.0,0.26373626373626374,74.49353347636576,74.49353347636576,0.16117216117216118,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
113,298.5,0.2783882783882784,75.98340414589306,75.98340414589306,0.17582417582417584,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
114,293.0,0.29304029304029305,79.26111961885316,79.26111961885316,0.1904761904761905,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
115,287.5,0.3076923076923077,82.53883509181325,82.53883509181325,0.20512820512820515,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
116,285.0,0.32234432234432236,84.02870576134058,84.02870576134058,0.2197802197802198,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
117,284.0,0.336996336996337,84.6246540291515,84.6246540291515,0.23443223443223446,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
118,280.5,0.3516483516483517,86.71047296648973,86.71047296648973,0.24908424908424912,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
119,278.0,0.3663003663003663,88.20034363601705,88.20034363601705,0.2637362637362637,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
120,276.5,0.38095238095238093,89.09426603773345,89.09426603773345,0.2783882783882784,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
121,273.5,0.3956043956043956,90.88211084116622,90.88211084116622,0.293040293040293,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
122,272.0,0.41025641025641024,91.7760332428826,91.7760332428826,0.3076923076923077,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
123,266.0,0.4249084249084249,95.35172284974817,95.35172284974817,0.3223443223443223,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
124,261.5,0.43956043956043955,98.03349005489733,98.03349005489733,0.336996336996337,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
125,260.0,0.4542124542124542,98.92741245661372,98.92741245661372,0.3516483516483516,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
126,259.0,0.46886446886446886,99.52336072442465,99.52336072442465,0.36630036630036633,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
127,256.5,0.4835164835164835,101.01323139395195,101.01323139395195,0.38095238095238093,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
128,255.5,0.4981684981684982,101.60917966176288,101.60917966176288,0.39560439560439564,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
129,253.0,0.5128205128205128,103.0990503312902,103.0990503312902,0.41025641025641024,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
130,251.5,0.5274725274725275,103.9929727330066,103.9929727330066,0.42490842490842495,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
131,246.0,0.5421245421245421,107.27068820596668,107.27068820596668,0.43956043956043955,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
132,244.5,0.5567765567765568,108.16461060768307,108.16461060768307,0.45421245421245426,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
133,243.5,0.5714285714285714,108.760558875494,108.760558875494,0.46886446886446886,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
134,241.0,0.5860805860805861,110.25042954502132,110.25042954502132,0.4835164835164836,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
135,239.5,0.6007326007326007,111.1443519467377,111.1443519467377,0.4981684981684982,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
136,238.5,0.6153846153846154,111.74030021454863,111.74030021454863,0.5128205128205129,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
137,236.0,0.63003663003663,113.23017088407595,113.23017088407595,0.5274725274725275,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
138,235.0,0.6446886446886447,113.82611915188687,113.82611915188687,0.5421245421245422,F-22,ST-37A,1,1st,82.7,177.4,0.595948267810926,8.0
