pixel_x,pixel_y,axial_strain_global_pct,deviator_stress_kPa,q_smooth_kPa,axial_strain_local_pct,figure_id,specimen_id,stage_index,stage,matric_suction_kPa,source_q_peak_kPa,stress_per_pixel_kPa,x_max_pct
109,388.5,0.15849056603773587,17.85587734241908,22.154514480408857,0.0,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
110,385.5,0.18113207547169813,21.823850085178876,22.48517887563884,0.02264150943396226,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
111,385.0,0.2037735849056604,22.48517887563884,23.47717206132879,0.04528301886792452,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
112,383.5,0.22641509433962265,24.46916524701874,24.46916524701874,0.06792452830188678,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
113,382.5,0.2490566037735849,25.791822827938674,25.791822827938674,0.09056603773584904,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
114,379.5,0.27169811320754716,29.75979557069847,29.75979557069847,0.1132075471698113,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
115,378.5,0.2943396226415095,31.0824531516184,31.0824531516184,0.1358490566037736,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
116,377.5,0.31698113207547174,32.40511073253833,32.40511073253833,0.15849056603773587,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
117,373.5,0.339622641509434,37.69574105621806,37.69574105621806,0.18113207547169813,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
118,370.0,0.36226415094339626,42.32504258943782,42.32504258943782,0.2037735849056604,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
119,369.0,0.3849056603773585,43.64770017035775,43.64770017035775,0.22641509433962265,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
120,368.0,0.4075471698113208,44.97035775127768,44.97035775127768,0.2490566037735849,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
121,365.0,0.43018867924528303,48.93833049403748,48.93833049403748,0.27169811320754716,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
122,363.5,0.4528301886792453,50.92231686541738,50.92231686541738,0.2943396226415094,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
123,359.5,0.47547169811320755,56.21294718909711,56.21294718909711,0.3169811320754717,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
124,358.5,0.4981132075471698,57.53560477001704,57.53560477001704,0.33962264150943394,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
125,357.5,0.5207547169811321,58.85826235093697,58.85826235093697,0.3622641509433962,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
126,354.0,0.5433962264150943,63.48756388415673,63.48756388415673,0.38490566037735846,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
127,351.5,0.5660377358490567,66.79420783645656,66.79420783645656,0.40754716981132083,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
128,350.5,0.588679245283019,68.11686541737649,68.11686541737649,0.4301886792452831,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
129,347.0,0.6113207547169812,72.74616695059626,72.74616695059626,0.45283018867924535,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
130,345.0,0.6339622641509435,75.39148211243612,75.39148211243612,0.4754716981132076,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
131,342.5,0.6566037735849057,78.69812606473594,78.69812606473594,0.49811320754716987,F-17,ST-65A,1,single,31.0,388.2,1.322657580919932,12.0
