pixel_x,pixel_y,axial_strain_global_pct,deviator_stress_kPa,q_smooth_kPa,axial_strain_local_pct,figure_id,specimen_id,stage_index,stage,matric_suction_kPa,source_q_peak_kPa
110,395.5,0.08955223880597014,31.280487804878053,34.57317073170732,0.0,F-23,ST-37B,1,1st,93.1,177.2
111,393.0,0.1044776119402985,34.02439024390244,35.1219512195122,0.01492537313432836,F-23,ST-37B,1,1st,93.1,177.2
112,392.0,0.11940298507462686,35.1219512195122,37.3170731707317,0.02985074626865672,F-23,ST-37B,1,1st,93.1,177.2
113,388.0,0.13432835820895522,39.512195121951216,39.512195121951216,0.04477611940298508,F-23,ST-37B,1,1st,93.1,177.2
114,386.0,0.14925373134328357,41.70731707317073,41.70731707317073,0.059701492537313425,F-23,ST-37B,1,1st,93.1,177.2
115,385.0,0.16417910447761194,42.80487804878049,42.80487804878049,0.0746268656716418,F-23,ST-37B,1,1st,93.1,177.2
116,383.0,0.1791044776119403,45.0,45.0,0.08955223880597014,F-23,ST-37B,1,1st,93.1,177.2
117,382.0,0.19402985074626866,46.09756097560975,46.09756097560975,0.10447761194029852,F-23,ST-37B,1,1st,93.1,177.2
118,380.5,0.208955223880597,47.74390243902439,47.74390243902439,0.11940298507462686,F-23,ST-37B,1,1st,93.1,177.2
119,380.0,0.22388059701492538,48.292682926829265,47.74390243902439,0.13432835820895522,F-23,ST-37B,1,1st,93.1,177.2
120,380.0,0.23880597014925373,48.292682926829265,48.292682926829265,0.14925373134328357,F-23,ST-37B,1,1st,93.1,177.2
121,380.5,0.2537313432835821,47.74390243902439,48.292682926829265,0.16417910447761197,F-23,ST-37B,1,1st,93.1,177.2
122,380.0,0.26865671641791045,48.292682926829265,48.292682926829265,0.17910447761194032,F-23,ST-37B,1,1st,93.1,177.2
123,379.5,0.2835820895522388,48.84146341463415,48.84146341463415,0.19402985074626866,F-23,ST-37B,1,1st,93.1,177.2
124,379.0,0.29850746268656714,49.390243902439025,49.390243902439025,0.208955223880597,F-23,ST-37B,1,1st,93.1,177.2
125,378.0,0.31343283582089554,50.487804878048784,50.487804878048784,0.2238805970149254,F-23,ST-37B,1,1st,93.1,177.2
126,376.5,0.3283582089552239,52.13414634146342,52.13414634146342,0.23880597014925375,F-23,ST-37B,1,1st,93.1,177.2
127,376.5,0.34328358208955223,52.13414634146342,52.13414634146342,0.2537313432835821,F-23,ST-37B,1,1st,93.1,177.2
128,376.0,0.3582089552238806,52.6829268292683,52.6829268292683,0.26865671641791045,F-23,ST-37B,1,1st,93.1,177.2
129,374.5,0.373134328358209,54.329268292682926,54.329268292682926,0.28358208955223885,F-23,ST-37B,1,1st,93.1,177.2
130,372.0,0.3880597014925373,57.073170731707314,57.073170731707314,0.2985074626865672,F-23,ST-37B,1,1st,93.1,177.2
131,370.0,0.40298507462686567,59.268292682926834,59.268292682926834,0.31343283582089554,F-23,ST-37B,1,1st,93.1,177.2
132,366.5,0.417910447761194,63.10975609756098,63.10975609756098,0.3283582089552239,F-23,ST-37B,1,1st,93.1,177.2
133,365.0,0.43283582089552236,64.7560975609756,64.7560975609756,0.34328358208955223,F-23,ST-37B,1,1st,93.1,177.2
134,363.5,0.44776119402985076,66.40243902439025,66.40243902439025,0.35820895522388063,F-23,ST-37B,1,1st,93.1,177.2
135,362.5,0.4626865671641791,67.5,67.5,0.373134328358209,F-23,ST-37B,1,1st,93.1,177.2
136,358.5,0.47761194029850745,71.89024390243902,71.89024390243902,0.3880597014925373,F-23,ST-37B,1,1st,93.1,177.2
137,356.0,0.4925373134328358,74.63414634146342,74.63414634146342,0.40298507462686567,F-23,ST-37B,1,1st,93.1,177.2
138,354.0,0.5074626865671642,76.82926829268293,76.82926829268293,0.41791044776119407,F-23,ST-37B,1,1st,93.1,177.2
139,353.0,0.5223880597014925,77.92682926829268,77.92682926829268,0.43283582089552236,F-23,ST-37B,1,1st,93.1,177.2
