pixel_x,pixel_y,axial_strain_global_pct,deviator_stress_kPa,q_smooth_kPa,axial_strain_local_pct,figure_id,specimen_id,stage_index,stage,matric_suction_kPa,source_q_peak_kPa
112,392.0,0.08971962616822429,17.17171717171717,18.939393939393938,0.0,F-29,ST-49B,1,1st,27.6,111.7
113,390.5,0.10467289719626169,18.68686868686869,19.19191919191919,0.014953271028037396,F-29,ST-49B,1,1st,27.6,111.7
114,390.0,0.11962616822429907,19.19191919191919,19.949494949494948,0.029906542056074778,F-29,ST-49B,1,1st,27.6,111.7
115,388.5,0.13457943925233645,20.707070707070706,20.707070707070706,0.04485981308411216,F-29,ST-49B,1,1st,27.6,111.7
116,386.5,0.14953271028037382,22.727272727272727,22.727272727272727,0.05981308411214953,F-29,ST-49B,1,1st,27.6,111.7
117,384.0,0.16448598130841122,25.252525252525253,25.252525252525253,0.07476635514018692,F-29,ST-49B,1,1st,27.6,111.7
118,380.5,0.17943925233644858,28.78787878787879,28.78787878787879,0.08971962616822429,F-29,ST-49B,1,1st,27.6,111.7
119,379.0,0.19439252336448598,30.303030303030305,30.303030303030305,0.10467289719626169,F-29,ST-49B,1,1st,27.6,111.7
120,378.5,0.20934579439252338,30.808080808080806,30.808080808080806,0.11962616822429908,F-29,ST-49B,1,1st,27.6,111.7
121,377.5,0.22429906542056074,31.818181818181817,31.818181818181817,0.13457943925233645,F-29,ST-49B,1,1st,27.6,111.7
122,375.0,0.23925233644859814,34.34343434343434,34.34343434343434,0.14953271028037385,F-29,ST-49B,1,1st,27.6,111.7
123,374.0,0.2542056074766355,35.35353535353536,35.35353535353536,0.16448598130841122,F-29,ST-49B,1,1st,27.6,111.7
124,373.0,0.2691588785046729,36.36363636363637,36.36363636363637,0.1794392523364486,F-29,ST-49B,1,1st,27.6,111.7
125,370.0,0.2841121495327103,39.39393939393939,39.39393939393939,0.194392523364486,F-29,ST-49B,1,1st,27.6,111.7
126,369.5,0.29906542056074764,39.8989898989899,39.8989898989899,0.20934579439252335,F-29,ST-49B,1,1st,27.6,111.7
127,368.5,0.31401869158878504,40.909090909090914,40.909090909090914,0.22429906542056074,F-29,ST-49B,1,1st,27.6,111.7
128,366.0,0.32897196261682243,43.43434343434344,43.43434343434344,0.23925233644859814,F-29,ST-49B,1,1st,27.6,111.7
