pixel_x,pixel_y,axial_strain_global_pct,deviator_stress_kPa,q_smooth_kPa,axial_strain_local_pct,figure_id,specimen_id,stage_index,stage,matric_suction_kPa,source_q_peak_kPa
108,391.0,0.09056603773584905,35.53299492385787,41.878172588832484,0.0,F-36,ST-64,1,1st,34.5,237.9
109,387.5,0.10566037735849057,39.974619289340104,43.78172588832487,0.01509433962264152,F-36,ST-64,1,1st,34.5,237.9
110,384.5,0.12075471698113208,43.78172588832487,46.319796954314725,0.030188679245283026,F-36,ST-64,1,1st,34.5,237.9
111,380.5,0.13584905660377358,48.85786802030457,48.85786802030457,0.04528301886792453,F-36,ST-64,1,1st,34.5,237.9
112,377.0,0.1509433962264151,53.2994923857868,53.2994923857868,0.06037735849056604,F-36,ST-64,1,1st,34.5,237.9
113,372.5,0.1660377358490566,59.01015228426396,59.01015228426396,0.07547169811320754,F-36,ST-64,1,1st,34.5,237.9
114,370.0,0.1811320754716981,62.18274111675127,62.18274111675127,0.09056603773584905,F-36,ST-64,1,1st,34.5,237.9
115,364.5,0.19622641509433963,69.16243654822335,69.16243654822335,0.10566037735849058,F-36,ST-64,1,1st,34.5,237.9
116,360.0,0.21132075471698114,74.87309644670052,74.87309644670052,0.12075471698113209,F-36,ST-64,1,1st,34.5,237.9
117,355.5,0.22641509433962265,80.58375634517768,80.58375634517768,0.1358490566037736,F-36,ST-64,1,1st,34.5,237.9
118,352.0,0.24150943396226415,85.0253807106599,85.0253807106599,0.15094339622641512,F-36,ST-64,1,1st,34.5,237.9
119,347.5,0.25660377358490566,90.73604060913705,90.73604060913705,0.16603773584905662,F-36,ST-64,1,1st,34.5,237.9
120,344.0,0.27169811320754716,95.17766497461929,95.17766497461929,0.18113207547169813,F-36,ST-64,1,1st,34.5,237.9
121,338.0,0.28679245283018867,102.79187817258884,102.79187817258884,0.19622641509433963,F-36,ST-64,1,1st,34.5,237.9
122,336.0,0.3018867924528302,105.32994923857868,105.32994923857868,0.21132075471698114,F-36,ST-64,1,1st,34.5,237.9
123,333.5,0.3169811320754717,108.502538071066,108.502538071066,0.22641509433962265,F-36,ST-64,1,1st,34.5,237.9
124,330.0,0.3320754716981132,112.94416243654823,112.94416243654823,0.24150943396226415,F-36,ST-64,1,1st,34.5,237.9
125,327.5,0.3471698113207547,116.11675126903553,116.11675126903553,0.25660377358490566,F-36,ST-64,1,1st,34.5,237.9
126,325.5,0.3622641509433962,118.65482233502537,118.65482233502537,0.27169811320754716,F-36,ST-64,1,1st,34.5,237.9
127,320.0,0.37735849056603776,125.63451776649745,125.63451776649745,0.2867924528301887,F-36,ST-64,1,1st,34.5,237.9
128,318.0,0.39245283018867927,128.1725888324873,128.1725888324873,0.30188679245283023,F-36,ST-64,1,1st,34.5,237.9
129,317.0,0.4075471698113208,129.44162436548223,129.44162436548223,0.31698113207547174,F-36,ST-64,1,1st,34.5,237.9
130,315.5,0.4226415094339623,131.3451776649746,131.3451776649746,0.33207547169811324,F-36,ST-64,1,1st,34.5,237.9
131,313.0,0.4377358490566038,134.5177664974619,134.5177664974619,0.34716981132075475,F-36,ST-64,1,1st,34.5,237.9
132,311.5,0.4528301886792453,136.42131979695432,136.42131979695432,0.36226415094339626,F-36,ST-64,1,1st,34.5,237.9
133,305.5,0.4679245283018868,144.03553299492387,144.03553299492387,0.37735849056603776,F-36,ST-64,1,1st,34.5,237.9
134,303.5,0.4830188679245283,146.5736040609137,146.5736040609137,0.39245283018867927,F-36,ST-64,1,1st,34.5,237.9
135,301.5,0.4981132075471698,149.11167512690355,149.11167512690355,0.4075471698113208,F-36,ST-64,1,1st,34.5,237.9
136,300.0,0.5132075471698113,151.01522842639594,151.01522842639594,0.4226415094339623,F-36,ST-64,1,1st,34.5,237.9
137,299.0,0.5283018867924528,152.28426395939087,152.28426395939087,0.4377358490566038,F-36,ST-64,1,1st,34.5,237.9
138,298.0,0.5433962264150943,153.55329949238578,153.55329949238578,0.4528301886792453,F-36,ST-64,1,1st,34.5,237.9
139,297.0,0.5584905660377358,154.8223350253807,154.8223350253807,0.4679245283018868,F-36,ST-64,1,1st,34.5,237.9
140,295.5,0.5735849056603773,156.7258883248731,156.7258883248731,0.4830188679245283,F-36,ST-64,1,1st,34.5,237.9
141,293.5,0.5886792452830188,159.26395939086294,159.26395939086294,0.4981132075471698,F-36,ST-64,1,1st,34.5,237.9
142,291.5,0.6037735849056604,161.8020304568528,161.8020304568528,0.5132075471698113,F-36,ST-64,1,1st,34.5,237.9
143,288.5,0.6188679245283019,165.60913705583758,165.60913705583758,0.5283018867924528,F-36,ST-64,1,1st,34.5,237.9
144,283.5,0.6339622641509434,171.9543147208122,171.9543147208122,0.5433962264150943,F-36,ST-64,1,1st,34.5,237.9
145,278.0,0.6490566037735849,178.93401015228426,178.93401015228426,0.5584905660377358,F-36,ST-64,1,1st,34.5,237.9
146,275.0,0.6641509433962264,182.74111675126903,182.74111675126903,0.5735849056603773,F-36,ST-64,1,1st,34.5,237.9
147,273.0,0.6792452830188679,185.27918781725887,185.27918781725887,0.5886792452830188,F-36,ST-64,1,1st,34.5,237.9
148,270.5,0.6943396226415094,188.4517766497462,188.4517766497462,0.6037735849056604,F-36,ST-64,1,1st,34.5,237.9
149,269.5,0.7094339622641509,189.72081218274113,189.72081218274113,0.6188679245283019,F-36,ST-64,1,1st,34.5,237.9
150,268.5,0.7245283018867924,190.98984771573603,190.98984771573603,0.6339622641509434,F-36,ST-64,1,1st,34.5,237.9
151,267.5,0.7396226415094339,192.25888324873097,192.25888324873097,0.6490566037735849,F-36,ST-64,1,1st,34.5,237.9
152,265.0,0.7547169811320755,195.4314720812183,195.4314720812183,0.6641509433962265,F-36,ST-64,1,1st,34.5,237.9
153,264.5,0.769811320754717,196.06598984771574,196.06598984771574,0.679245283018868,F-36,ST-64,1,1st,34.5,237.9
154,263.0,0.7849056603773585,197.96954314720813,197.96954314720813,0.6943396226415095,F-36,ST-64,1,1st,34.5,237.9
155,260.0,0.8,201.77664974619287,201.77664974619287,0.709433962264151,F-36,ST-64,1,1st,34.5,237.9
156,256.0,0.8150943396226416,206.8527918781726,206.8527918781726,0.7245283018867925,F-36,ST-64,1,1st,34.5,237.9
157,252.5,0.8301886792452831,211.29441624365484,211.29441624365484,0.739622641509434,F-36,ST-64,1,1st,34.5,237.9
158,249.5,0.8452830188679246,215.10152284263958,215.10152284263958,0.7547169811320755,F-36,ST-64,1,1st,34.5,237.9
159,247.5,0.8603773584905661,217.63959390862945,217.63959390862945,0.769811320754717,F-36,ST-64,1,1st,34.5,237.9
160,247.0,0.8754716981132076,218.2741116751269,218.2741116751269,0.7849056603773585,F-36,ST-64,1,1st,34.5,237.9
161,245.0,0.8905660377358491,220.81218274111674,220.81218274111674,0.8,F-36,ST-64,1,1st,34.5,237.9
162,243.0,0.9056603773584906,223.3502538071066,223.3502538071066,0.8150943396226416,F-36,ST-64,1,1st,34.5,237.9
163,238.5,0.9207547169811321,229.06091370558377,229.06091370558377,0.8301886792452831,F-36,ST-64,1,1st,34.5,237.9
164,233.5,0.9358490566037736,235.40609137055839,235.40609137055839,0.8452830188679246,F-36,ST-64,1,1st,34.5,237.9
165,231.5,0.9509433962264151,237.94416243654823,237.94416243654823,0.8603773584905661,F-36,ST-64,1,1st,34.5,237.9
166,230.0,0.9660377358490566,239.8477157360406,239.8477157360406,0.8754716981132076,F-36,ST-64,1,1st,34.5,237.9
167,228.5,0.9811320754716981,241.75126903553297,241.75126903553297,0.8905660377358491,F-36,ST-64,1,1st,34.5,237.9
168,227.5,0.9962264150943396,243.0203045685279,243.0203045685279,0.9056603773584906,F-36,ST-64,1,1st,34.5,237.9
169,225.0,1.0113207547169811,246.19289340101523,246.19289340101523,0.9207547169811321,F-36,ST-64,1,1st,34.5,237.9
170,222.5,1.0264150943396226,249.36548223350255,249.36548223350255,0.9358490566037736,F-36,ST-64,1,1st,34.5,237.9
171,220.0,1.0415094339622641,252.53807106598987,252.53807106598987,0.9509433962264151,F-36,ST-64,1,1st,34.5,237.9
172,217.5,1.0566037735849056,255.71065989847713,255.71065989847713,0.9660377358490566,F-36,ST-64,1,1st,34.5,237.9
173,216.5,1.0716981132075472,256.97969543147207,256.97969543147207,0.9811320754716981,F-36,ST-64,1,1st,34.5,237.9
174,215.5,1.0867924528301887,258.248730964467,258.248730964467,0.9962264150943396,F-36,ST-64,1,1st,34.5,237.9
175,212.5,1.1018867924528302,262.0558375634518,262.0558375634518,1.0113207547169811,F-36,ST-64,1,1st,34.5,237.9
176,209.5,1.1169811320754717,265.8629441624366,265.8629441624366,1.0264150943396226,F-36,ST-64,1,1st,34.5,237.9
177,206.5,1.1320754716981132,269.6700507614213,269.6700507614213,1.0415094339622641,F-36,ST-64,1,1st,34.5,237.9
178,204.0,1.1471698113207547,272.84263959390864,272.84263959390864,1.0566037735849056,F-36,ST-64,1,1st,34.5,237.9
179,202.5,1.1622641509433962,274.74619289340103,274.74619289340103,1.0716981132075472,F-36,ST-64,1,1st,34.5,237.9
180,201.5,1.1773584905660377,276.01522842639594,276.01522842639594,1.0867924528301887,F-36,ST-64,1,1st,34.5,237.9
181,199.0,1.1924528301886792,279.18781725888323,279.18781725888323,1.1018867924528302,F-36,ST-64,1,1st,34.5,237.9
182,196.5,1.2075471698113207,282.3604060913706,282.3604060913706,1.1169811320754717,F-36,ST-64,1,1st,34.5,237.9
183,194.0,1.2226415094339622,285.53299492385787,285.53299492385787,1.1320754716981132,F-36,ST-64,1,1st,34.5,237.9
184,191.5,1.2377358490566037,288.7055837563452,288.7055837563452,1.1471698113207547,F-36,ST-64,1,1st,34.5,237.9
185,190.5,1.2528301886792452,289.97461928934007,289.97461928934007,1.1622641509433962,F-36,ST-64,1,1st,34.5,237.9
186,190.0,1.2679245283018867,290.60913705583755,290.60913705583755,1.1773584905660377,F-36,ST-64,1,1st,34.5,237.9
187,189.0,1.2830188679245282,291.87817258883246,291.87817258883246,1.1924528301886792,F-36,ST-64,1,1st,34.5,237.9
188,186.0,1.2981132075471697,295.6852791878173,295.6852791878173,1.2075471698113207,F-36,ST-64,1,1st,34.5,237.9
189,185.0,1.3132075471698113,296.9543147208122,296.9543147208122,1.2226415094339622,F-36,ST-64,1,1st,34.5,237.9
190,182.0,1.3283018867924528,300.76142131979697,300.76142131979697,1.2377358490566037,F-36,ST-64,1,1st,34.5,237.9
191,181.0,1.3433962264150943,302.0304568527919,302.0304568527919,1.2528301886792452,F-36,ST-64,1,1st,34.5,237.9
192,180.5,1.3584905660377358,302.6649746192893,302.6649746192893,1.2679245283018867,F-36,ST-64,1,1st,34.5,237.9
193,180.0,1.3735849056603773,303.2994923857868,303.2994923857868,1.2830188679245282,F-36,ST-64,1,1st,34.5,237.9
194,178.5,1.3886792452830188,305.20304568527916,305.20304568527916,1.2981132075471697,F-36,ST-64,1,1st,34.5,237.9
195,176.0,1.4037735849056603,308.3756345177665,308.3756345177665,1.3132075471698113,F-36,ST-64,1,1st,34.5,237.9
196,173.5,1.4188679245283018,311.5482233502538,311.5482233502538,1.3283018867924528,F-36,ST-64,1,1st,34.5,237.9
197,170.0,1.4339622641509433,315.989847715736,315.989847715736,1.3433962264150943,F-36,ST-64,1,1st,34.5,237.9
198,168.5,1.4490566037735848,317.89340101522845,317.89340101522845,1.3584905660377358,F-36,ST-64,1,1st,34.5,237.9
199,166.5,1.4641509433962263,320.43147208121826,320.43147208121826,1.3735849056603773,F-36,ST-64,1,1st,34.5,237.9
200,165.5,1.4792452830188678,321.7005076142132,321.7005076142132,1.3886792452830188,F-36,ST-64,1,1st,34.5,237.9
201,164.5,1.4943396226415093,322.9695431472081,322.9695431472081,1.4037735849056603,F-36,ST-64,1,1st,34.5,237.9
202,163.5,1.509433962264151,324.23857868020303,324.23857868020303,1.418867924528302,F-36,ST-64,1,1st,34.5,237.9
203,162.0,1.5245283018867926,326.1421319796954,326.1421319796954,1.4339622641509435,F-36,ST-64,1,1st,34.5,237.9
204,160.5,1.539622641509434,328.0456852791878,328.0456852791878,1.449056603773585,F-36,ST-64,1,1st,34.5,237.9
205,160.0,1.5547169811320756,328.6802030456853,328.6802030456853,1.4641509433962265,F-36,ST-64,1,1st,34.5,237.9
206,159.0,1.569811320754717,329.9492385786802,329.9492385786802,1.479245283018868,F-36,ST-64,1,1st,34.5,237.9
207,156.0,1.5849056603773586,333.75634517766497,333.75634517766497,1.4943396226415095,F-36,ST-64,1,1st,34.5,237.9
208,155.0,1.6,335.02538071065993,335.02538071065993,1.509433962264151,F-36,ST-64,1,1st,34.5,237.9
209,152.0,1.6150943396226416,338.83248730964465,338.83248730964465,1.5245283018867926,F-36,ST-64,1,1st,34.5,237.9
210,151.0,1.630188679245283,340.1015228426396,340.1015228426396,1.539622641509434,F-36,ST-64,1,1st,34.5,237.9
211,150.5,1.6452830188679246,340.73604060913704,340.73604060913704,1.5547169811320756,F-36,ST-64,1,1st,34.5,237.9
212,149.5,1.6603773584905661,342.005076142132,342.005076142132,1.569811320754717,F-36,ST-64,1,1st,34.5,237.9
213,147.0,1.6754716981132076,345.1776649746193,345.1776649746193,1.5849056603773586,F-36,ST-64,1,1st,34.5,237.9
214,144.5,1.6905660377358491,348.3502538071066,348.3502538071066,1.6,F-36,ST-64,1,1st,34.5,237.9
215,142.0,1.7056603773584906,351.52284263959393,351.52284263959393,1.6150943396226416,F-36,ST-64,1,1st,34.5,237.9
216,139.5,1.7207547169811321,354.6954314720812,354.6954314720812,1.630188679245283,F-36,ST-64,1,1st,34.5,237.9
217,138.5,1.7358490566037736,355.9644670050762,355.9644670050762,1.6452830188679246,F-36,ST-64,1,1st,34.5,237.9
218,138.0,1.7509433962264151,356.5989847715736,356.5989847715736,1.6603773584905661,F-36,ST-64,1,1st,34.5,237.9
219,137.5,1.7660377358490567,357.2335025380711,357.2335025380711,1.6754716981132076,F-36,ST-64,1,1st,34.5,237.9
220,137.0,1.7811320754716982,357.8680203045685,357.8680203045685,1.6905660377358491,F-36,ST-64,1,1st,34.5,237.9
221,136.0,1.7962264150943397,359.1370558375634,359.1370558375634,1.7056603773584906,F-36,ST-64,1,1st,34.5,237.9
222,135.0,1.8113207547169812,360.4060913705584,360.4060913705584,1.7207547169811321,F-36,ST-64,1,1st,34.5,237.9
223,134.5,1.8264150943396227,361.0406091370558,361.0406091370558,1.7358490566037736,F-36,ST-64,1,1st,34.5,237.9
224,134.0,1.8415094339622642,361.6751269035533,361.6751269035533,1.7509433962264151,F-36,ST-64,1,1st,34.5,237.9
225,133.5,1.8566037735849057,362.3096446700508,362.3096446700508,1.7660377358490567,F-36,ST-64,1,1st,34.5,237.9
226,132.5,1.8716981132075472,363.5786802030457,363.5786802030457,1.7811320754716982,F-36,ST-64,1,1st,34.5,237.9
227,130.0,1.8867924528301887,366.751269035533,366.751269035533,1.7962264150943397,F-36,ST-64,1,1st,34.5,237.9
228,129.0,1.9018867924528302,368.02030456852793,368.02030456852793,1.8113207547169812,F-36,ST-64,1,1st,34.5,237.9
229,128.0,1.9169811320754717,369.28934010152284,369.28934010152284,1.8264150943396227,F-36,ST-64,1,1st,34.5,237.9
230,125.0,1.9320754716981132,373.0964467005076,373.0964467005076,1.8415094339622642,F-36,ST-64,1,1st,34.5,237.9
