figure_id,specimen_id,tube_id,soil_type,test_family,stage,stage_index,digitization_status,strain_confidence,sigma_c_net_kPa,matric_suction_kPa,gamma_d_g_cm3,degree_saturation,q_peak_source_kPa,q_peak_digitized_kPa,eps_peak_pct,eps50_pct,E_0p1_MPa,E50_MPa,lambda_mobilization,E_i_model_MPa,prepeak_nrmse,postpeak_available,postpeak_reason,residual_ratio_model,beta_softening_per_pct,postpeak_nrmse,terminal_strength_ratio,piecewise_total_nrmse,n_curve_points
F-43,ST-34B,ST-34,ML,multistage,1st,1,USABLE_REVIEW_X,template_axis,44.8,6.9,1.54,0.78,173.4,167.96511627906975,2.4261036468330137,0.31778690632081846,48.63709883720931,27.282433063013904,3.9567450278405656,35.42715864384142,0.057477604352157895,False,insufficient_postpeak,,,,0.9686569566266998,0.05553362004862742,177
F-43,ST-34B,ST-34,ML,multistage,2nd,2,USABLE_REVIEW_X,template_axis,89.6,6.9,1.57,0.77,254.0,260.2339534883721,3.777351247600768,0.5206633939444671,28.26293023255818,24.391958696744013,7.373968690134767,56.30898234960845,0.043561112137353634,False,insufficient_postpeak,,,,1.0086724043215527,0.04356111213735364,247
F-43,ST-34B,ST-34,ML,multistage,3rd,3,USABLE_REVIEW_X,template_axis,89.6,27.6,1.57,0.75,288.9,288.9,3.408829174664107,0.5945830667519726,25.989802325581415,24.294334648493546,5.5596230439567575,55.59313771086345,0.06277002858088422,False,insufficient_postpeak,,,,0.9953488372093023,0.062352021521048046,226
F-44,ST-79A,ST-79,ML,multistage,1st,1,USABLE_REVIEW_X,template_axis,89.6,27.6,1.71,0.82,319.5,336.81250977326033,3.756906077348066,1.5027815070767312,29.80623143080532,10.630287852739942,0.6177995977893,13.75831497652299,0.02929331859159081,False,insufficient_postpeak,,,,1.041948607639233,0.030222638652767718,263
F-44,ST-79A,ST-79,ML,multistage,2nd,2,USABLE_REVIEW_X,template_axis,62.1,56.2,1.71,0.77,357.2,357.2,2.1510128913443833,0.6399631675874771,33.51368256450352,27.907856115107908,1.7422327959612514,45.53787467564433,0.051987972767118834,False,insufficient_postpeak,,,,0.9929632525410478,0.05198797276711884,147
F-44,ST-79A,ST-79,ML,multistage,3rd,3,USABLE_REVIEW_X,template_axis,62.1,82.7,1.72,0.71,383.5,376.4703674745895,1.9152854511970536,0.7298206688403155,28.249241594996075,26.273577631706512,0.792674685525182,35.894949312606414,0.03804186120297693,True,fitted,9.521710441811384e-17,0.10138814710110829,0.010115233892183512,0.8935525533821342,0.03053262064980887,212
F-45,ST-79B,ST-79,ML,multistage,1st,1,USABLE_REVIEW_X,template_axis,144.8,13.8,1.63,0.9,288.6,281.7115281501341,3.285171102661597,1.097476790629199,44.378997989276144,13.148341835754977,0.9558105466274733,17.181659831945503,0.039254112823137094,False,insufficient_postpeak,,,,0.9576110705467272,0.03920043931018539,218
F-45,ST-79B,ST-79,ML,multistage,2nd,2,USABLE_REVIEW_X,template_axis,144.8,41.4,1.64,0.83,374.9,396.7856568364611,2.7528517110266155,0.4809059982994699,38.829658176943724,38.97851153091069,4.966015388666184,81.2488068373592,0.054434807822987555,False,insufficient_postpeak,,,,1.056700017234265,0.05452259256097382,186
F-45,ST-79B,ST-79,ML,multistage,3rd,3,USABLE_REVIEW_X,template_axis,131.0,89.6,1.64,0.63,469.1,469.1,3.7110266159695815,0.7148288973384025,22.29168230563011,32.81204787234045,4.633469921988288,71.2110424924629,0.05777353737559776,False,insufficient_postpeak,,,,0.9946380697050939,0.057656055253232,246
F-46,ST-80A,ST-80,ML,multistage,1st,1,USABLE_REVIEW_X,template_axis,144.8,27.6,1.66,0.87,409.1,404.7949074074074,4.285714285714286,1.5466461579616133,24.520879629629633,13.225390885112636,0.8578195921316184,17.734126553291052,0.010500445479877475,False,insufficient_postpeak,,,,0.9689924586038005,0.010500445479877472,286
F-46,ST-80A,ST-80,ML,multistage,2nd,2,USABLE_REVIEW_X,template_axis,144.8,69.0,1.68,0.65,500.6,505.72037037037035,2.5112781954887216,0.6759899633570466,46.52773148148156,37.02717696531771,2.0571599585960754,60.941646290818866,0.04142081932870233,False,insufficient_postpeak,,,,1.0014945028928248,0.04142081932870232,168
F-46,ST-80A,ST-80,ML,multistage,3rd,3,USABLE_REVIEW_X,template_axis,144.8,96.5,1.68,0.56,550.9,550.9,2.571428571428571,0.6917293233082704,50.06194444444488,39.8204891304348,2.1624908445117144,67.75285246494737,0.05136794917158558,False,insufficient_postpeak,,,,1.0,0.0493995268629505,186
F-47,ST-80B,ST-80,ML,multistage,1st,1,USABLE_REVIEW_X,template_axis,69.0,6.9,1.66,0.89,234.3,233.1972131147541,3.575091575091575,1.151228704413478,32.663053360112926,10.17608400058831,1.2102026607822007,14.484957169467894,0.02761111673368408,False,insufficient_postpeak,,,,0.9755192313297212,0.027248429890990813,252
F-47,ST-80B,ST-80,ML,multistage,2nd,2,USABLE_REVIEW_X,template_axis,124.1,6.9,1.66,0.89,297.9,288.0217234827923,1.3772893772893773,0.4612854397185257,44.786219737270656,32.290201938931475,0.963619005993249,42.471982397529565,0.029415747874802684,False,insufficient_postpeak,,,,0.9642482285344934,0.03023840406482351,103
F-47,ST-80B,ST-80,ML,multistage,3rd,3,USABLE_REVIEW_X,template_axis,124.1,55.2,1.67,0.72,389.9,408.48121105200306,2.578754578754579,0.6041632455636503,34.84445113179893,32.267768923632985,2.8412470777208414,58.07850998859605,0.0534608427086756,False,hardening_or_truncated,,,,1.043695456905026,0.0523028992672358,204
F-47,ST-80B,ST-80,ML,multistage,4th,4,USABLE_REVIEW_X,template_axis,165.5,55.2,1.68,0.72,468.8,471.0274834437086,1.655677655677656,0.5947683970155633,41.42725325697531,39.41029839113433,0.9235575304172198,54.46493568160812,0.029392762383794322,True,fitted,3.9424466776825926e-11,0.07469874972953933,0.017149185514198688,0.9141591132967964,0.025356174258083567,187
