soil_type,candidate_model,n_tubes,rmse_baseline_kPa,rmse_candidate_kPa,rmse_change_pct,bootstrap_change_p025_pct,bootstrap_change_p975_pct,bootstrap_prob_improvement
MH,Fredlund_plus_Sr,17,41.74723624362617,43.65511402851323,4.570069677794184,0.2617488592022148,13.838621599432821,0.017333333333333333
MH,Fredlund_plus_gamma,17,41.74723624362617,35.3556221029178,-15.310268932315779,-31.987434691739104,10.994242199358272,0.894
MH,Fredlund_plus_state,17,41.74723624362617,36.47061975172365,-12.639439078336911,-31.961186021154298,16.996687383117806,0.8393333333333334
ML,Fredlund_plus_Sr,15,58.80617144144471,47.1097544584796,-19.88977805605255,-37.78189407472172,-2.1287631082627536,0.9853333333333333
ML,Fredlund_plus_gamma,15,58.80617144144471,51.11674057356317,-13.075890981167115,-27.31639948499647,3.37301703249983,0.957
ML,Fredlund_plus_state,15,58.80617144144471,48.29973834549453,-17.866208322049648,-34.33176056096212,-0.2596548018634847,0.9763333333333334
SC,Fredlund_plus_Sr,4,44.94531848389612,45.023430202000284,0.17379277917932257,-5.739037011230189,15.610359472691,0.457
SC,Fredlund_plus_gamma,4,44.94531848389612,52.813597123932574,17.50633637818286,1.9596155196300322,73.78631604695964,0.0
SC,Fredlund_plus_state,4,44.94531848389612,52.365732587785665,16.50987100369145,2.1673714382957687,77.07134215346773,0.0
