figure_id,specimen_id,tube_id,soil_type,stage_index,q0_fraction,q0_kPa,q0_over_qpeak,y25,y50,y75,mean_y_10_90
F-28,ST-49A,ST-49,MH,1,0.1,29.091789292934454,0.17295950828141768,0.31537348022103356,0.6542322196074634,0.8857297742377965,0.6079807767066628
F-28,ST-49A,ST-49,MH,1,0.15,36.55920044834009,0.21735553179750353,0.27653758945999535,0.6346183142735792,0.8792477203343444,0.5857432277771203
F-28,ST-49A,ST-49,MH,2,0.02,15.790463172368165,0.07790065699244285,0.4935737552411972,0.8260909815799129,0.9642583397081402,0.7463053033488898
F-28,ST-49A,ST-49,MH,2,0.05,21.157664940315964,0.1043792054282978,0.4786015349306508,0.8209494547243754,0.9632016566912297,0.7388049557085601
F-28,ST-49A,ST-49,MH,2,0.1,28.00279183277113,0.1381489483609824,0.4581716797980228,0.8139337518666531,0.9617597943282116,0.7285706008461522
F-28,ST-49A,ST-49,MH,2,0.15,40.759619223255754,0.20108346928098547,0.4154892412182225,0.7992764131643035,0.9587474282908354,0.707188793682921
F-29,ST-49B,ST-49,MH,1,0.02,13.55749235474006,0.12137414820716257,0.32366729401793554,0.581476726722048,0.7959163483170572,0.559683072388778
F-29,ST-49B,ST-49,MH,1,0.05,15.76452599388379,0.14113273047344485,0.308107991801319,0.5718484327832479,0.7912213229457871,0.5495534067860373
F-29,ST-49B,ST-49,MH,1,0.1,20.020948012232417,0.179238567701275,0.27598522968539685,0.5519704593707937,0.7815282672399555,0.5286403327972066
F-29,ST-49B,ST-49,MH,1,0.15,23.804434250764523,0.2131104230149017,0.24481983588391137,0.5326849176375213,0.7721240977877202,0.5083505400294029
F-29,ST-49B,ST-49,MH,2,0.02,11.98103975535168,0.0706429230858,0.4640774212574745,0.7621271443926629,0.9381565110765326,0.7086178448552013
F-29,ST-49B,ST-49,MH,2,0.05,15.133944954128438,0.08923316600311579,0.45313836358452914,0.7572717697741455,0.9368941841680131,0.7026702577849291
F-29,ST-49B,ST-49,MH,2,0.1,23.016207951070335,0.1357087732964053,0.4237319252538444,0.744219523542285,0.9335007896455253,0.6866819197006623
F-29,ST-49B,ST-49,MH,2,0.15,29.32201834862385,0.17288925913103687,0.39782738075773527,0.7327216165368456,0.9305115007553808,0.6725975681493034
F-30,ST-51,ST-51,MH,1,0.02,51.41367116814203,0.32274746496008805,0.5423604959970757,0.7151927073881438,0.866330498939329,0.7044282327090825
F-30,ST-51,ST-51,MH,1,0.05,56.796893187264644,0.35654044687548425,0.5183263458979022,0.7002352984230104,0.8593104912169335,0.6889054988585046
F-30,ST-51,ST-51,MH,1,0.1,70.059903959016,0.4397985182612429,0.446739210224146,0.6556837723446369,0.8384009835713425,0.6426701192173021
F-30,ST-51,ST-51,MH,1,0.15,78.95392294713162,0.4956304014258105,0.38549524972053084,0.6175692161769715,0.8205125592288379,0.6031149989018298
