figure_id,specimen_id,tube_id,soil_type,stage_index,q0_fraction,q0_kPa,q0_over_qpeak,y25,y50,y75,mean_y_10_90
F-45,ST-79B,ST-79,ML,1,0.05,42.759785522788206,0.14816280499926612,0.31205669891732024,0.578072245535364,0.8006044816485346,0.5613614361376856
F-45,ST-79B,ST-79,ML,1,0.1,54.707372654155506,0.18956123580788461,0.27691552057238517,0.5565195413445024,0.790419058721177,0.5389551186731608
F-45,ST-79B,ST-79,ML,1,0.15,64.13967828418231,0.22224420749889917,0.24652995507843056,0.5378835383529397,0.7816120166691151,0.5195810208522552
F-45,ST-79B,ST-79,ML,2,0.02,16.82094504021448,0.044867818192089834,0.6343888519682449,0.9030711892724426,0.9856075935423596,0.8222183444050711
F-45,ST-79B,ST-79,ML,2,0.05,25.467225201072388,0.06793071539363134,0.6253422580486148,0.9006728061966378,0.9852514713140045,0.8178193580689455
F-45,ST-79B,ST-79,ML,2,0.1,50.934450402144776,0.13586143078726268,0.5958900737054175,0.8928646055520915,0.9840920761193706,0.8034979728442098
F-45,ST-79B,ST-79,ML,2,0.15,75.14403485254692,0.2004375429515789,0.5632524133237069,0.8842118890724115,0.9828072835834514,0.7876276217112035
F-46,ST-80A,ST-80,ML,1,0.02,19.492824074074072,0.04764806666847732,0.3469508402040754,0.6307772013952799,0.851011494840185,0.6017016045817738
F-46,ST-80A,ST-80,ML,1,0.05,24.775925925925925,0.06056202866273753,0.3379737152769412,0.6257016888717565,0.8489634278555424,0.5962264050499899
F-46,ST-80A,ST-80,ML,1,0.1,40.8074074074074,0.09974922367980299,0.30915624151489857,0.609408783274168,0.8423889268797955,0.5786504639630813
F-46,ST-80A,ST-80,ML,1,0.15,60.4824074074074,0.14784259938256514,0.2701669557272507,0.5873649095501543,0.8334937995840713,0.5548706768907333
F-46,ST-80A,ST-80,ML,2,0.02,29.87685185185185,0.05968208520146194,0.4303583336119956,0.7848621407959777,0.948955606130048,0.707448312992526
F-46,ST-80A,ST-80,ML,2,0.05,36.43518518518518,0.07278303073349017,0.4223096840601796,0.7818223890779535,0.9482343835403292,0.7033147565070147
F-46,ST-80A,ST-80,ML,2,0.1,48.82314814814814,0.09752926118287683,0.40646910655252194,0.7758398422689011,0.9468149426441682,0.695179488413965
F-46,ST-80A,ST-80,ML,2,0.15,82.34351851851852,0.16448964945768782,0.35890170172917985,0.7578749526805499,0.9425525273567298,0.6707502281460591
F-47,ST-80B,ST-80,ML,1,0.02,23.551374172185433,0.1005180289039071,0.36090083925512895,0.6356984325965978,0.8482085714473337,0.6108385241067962
F-47,ST-80B,ST-80,ML,1,0.05,30.114871892302684,0.1285312500738484,0.3403571007206295,0.6239880179878208,0.8433292606744488,0.5983289917845633
F-47,ST-80B,ST-80,ML,1,0.1,42.46969113017045,0.18126201933491443,0.2978728403857841,0.5997709894254303,0.8332388913494234,0.5724593952185626
F-47,ST-80B,ST-80,ML,1,0.15,50.96362935620454,0.21751442320189732,0.26534342628403423,0.5812284575745513,0.8255128817725512,0.5526515225450578
F-47,ST-80B,ST-80,ML,2,0.02,35.52010530886983,0.11923499600157715,0.3296126586485667,0.6033088841335372,0.8152027361219016,0.574882899809125
F-47,ST-80B,ST-80,ML,2,0.05,38.2227220171534,0.1283072239582189,0.3226355367231056,0.5991802824857674,0.8132794404955704,0.5704584519449234
F-47,ST-80B,ST-80,ML,2,0.1,40.92533872543698,0.13737945191486065,0.3155116572442113,0.5949648393747984,0.8113156900565435,0.5659409397555201
F-47,ST-80B,ST-80,ML,2,0.15,44.786219737270656,0.15033977756720598,0.30507078736101406,0.588786619606757,0.8084375865066874,0.5593200027920218
