soil_type,model,calibration_rows,calibration_tubes,A_kPa,B_sigma,D_suction,c_prime_kPa,phi_prime_deg,phi_b_deg,predictor_corr_sigma_suction,predictor_condition_standardized,qc_phi_b_gt_phi_prime
MH,MC_baseline,25,13,97.33426437877789,2.234793430942223,0.0,27.059045882346485,31.851664733903316,0.0,-0.6207101661392848,2.067126606557148,False
MH,Fredlund_suction,25,13,6.26009731881223,2.8556900514936094,0.9853716963496055,1.5940429969109868,36.02315092100922,14.085338110499864,-0.6207101661392848,2.067126606557148,False
ML,MC_baseline,32,11,126.06277799871118,2.0399298527295926,0.0,36.15139800524251,30.32749558326573,0.0,-0.28883267714359545,1.3462086375181521,False
ML,Fredlund_suction,32,11,63.904435257354784,2.2983973672549185,0.802595095926336,17.593389513250006,32.324267146088104,12.459910328844515,-0.28883267714359545,1.3462086375181521,False
SC,MC_baseline,7,3,134.87882252559726,1.8667235494880552,0.0,39.83096820139644,28.866225235854948,0.0,-0.4317658229829141,1.5873486247300908,False
SC,Fredlund_suction,7,3,57.925167731530024,2.344050977971609,1.0806021753577852,15.838019002062328,32.656430031119626,16.46032746879579,-0.4317658229829141,1.5873486247300908,False
