soil_type,stage_index,n_rows,n_tubes,mean_residual_kPa,median_residual_kPa,mean_abs_residual_kPa
MH,1,10,6,-6.2833350285868,-12.017576455034991,19.460912776614755
MH,2,10,6,-5.264758635085701,-8.117927678203259,19.124337250128416
MH,3,1,1,4.660209201661246,4.660209201661246,4.660209201661246
ML,1,14,11,12.78720928339449,5.716100178662444,34.11487026017498
ML,2,14,11,-5.172112869449494,0.19352749552005832,44.10184840950974
ML,3,11,8,-20.1299606520594,-16.655652249640042,50.605723771915876
ML,4,2,2,43.74402724284067,43.74402724284067,43.74402724284067
